Year,KenPom Rank,Team,CONF,Seed Number,AdjEM,AdjO,AdjD,AdjT,SOS AdjEM,SOS OppO,SOS OppD,NCSOS AdjEM,POSTSEASON
2021,46,Utah St. ,MWC,11,15.34,104.8,89.5,68.6,5.64,105.4,99.7,8.2,64
2021,48,VCU ,A10,10,15.04,105.2,90.2,69.6,8.57,106.5,98,5.66,64
2021,12,Villanova ,BE,5,23.02,119,96,64.2,13.66,109.3,95.7,8.12,4
2021,19,Virginia ,ACC,4,21.42,114.7,93.3,59.9,12.05,109.8,97.8,0.24,64
2021,52,Virginia Tech ,ACC,10,14.44,109.7,95.3,65.7,9.69,107.9,98.2,0.63,64
2021,23,West Virginia ,B12,3,20.51,116.8,96.3,69.2,15.18,109.6,94.4,13.77,64
2021,68,Wichita St. ,Amer,11,12.3,109.5,97.2,67,10.47,106.4,96,13.71,64
2021,101,Winthrop ,BSth,12,8.48,105,96.5,73.1,-5.62,99.6,105.2,4.18,64
2021,14,Wisconsin ,B10,9,22.4,113,90.6,64.6,18.13,112.1,93.9,1.24,32
2022,126,Akron ,MAC,13,3.62,105.6,102,62.1,-5.13,100.7,105.8,-4.48,64
2022,28,Alabama ,SEC,6,16.57,115.2,98.6,71.9,12.58,109.4,96.9,10.15,64
2022,5,Arizona ,P12,1,25.96,118.6,92.6,72.2,6.45,105.9,99.5,-0.78,16
2022,18,Arkansas ,SEC,4,19.46,109.9,90.4,70.7,9.08,107.5,98.4,-2.78,8
2022,12,Auburn ,SEC,2,23.2,112.7,89.5,70.1,8.35,106.9,98.6,3.7,32
2022,4,Baylor ,B12,1,27.04,118,91,67.4,10.96,107.4,96.5,-1.89,32
2022,39,Boise St. ,MWC,8,15.14,107.5,92.4,64.4,5.47,104.8,99.3,0.55,64
2022,189,Bryant ,NEC,16,-1.32,103.8,105.1,72.6,-8.47,98,106.5,0.01,68
2022,154,Cal St. Fullerton ,BW,15,1.47,104.1,102.7,66.1,-2.99,100.5,103.5,-3.84,64
2022,67,Chattanooga ,SC,13,11.51,109,97.5,64.7,0.46,105.1,104.7,1.74,64
2022,117,Colgate ,Pat,14,4.41,108.2,103.8,67.2,-7.4,99.3,106.7,2.1,64
2022,46,Colorado St. ,MWC,6,14.45,112.9,98.4,65.4,5.02,104.9,99.9,-2.32,64
2022,22,Connecticut ,BE,5,18.55,113.8,95.3,64.8,7.39,105.7,98.3,-3.58,64
2022,50,Creighton ,BE,9,13.78,105.9,92.2,67.2,9.11,107.5,98.4,-0.67,32
2022,40,Davidson ,A10,10,14.85,116.8,101.9,64.7,1.72,102.7,100.9,-1.98,64
2022,141,Delaware ,CAA,15,2.64,107,104.3,66.7,-1.57,102.3,103.8,-3.75,64
2022,8,Duke ,ACC,2,25.15,121.1,95.9,67.3,8.22,107.8,99.6,-4.58,4
2022,150,Georgia St. ,SB,16,1.6,101.5,99.9,67.3,-0.97,101.2,102.1,2.05,64
2022,1,Gonzaga ,WCC,1,30.95,120.7,89.7,72.5,4.24,104.6,100.3,-2.88,16
2022,2,Houston ,Amer,5,27.7,116.8,89.1,63.6,5.89,105.5,99.6,0.18,8
2022,20,Illinois ,B10,4,18.75,112,93.3,67.2,10.44,109,98.6,1.39,32
2022,48,Indiana ,B10,12,14.04,107,92.9,67.2,8.51,108.1,99.6,-6.23,64
2022,13,Iowa ,B10,5,22.72,120.5,97.8,69.7,7.31,107.1,99.8,-6.82,64
2022,43,Iowa St. ,B12,11,14.63,103.1,88.5,66.3,11.25,108.1,96.9,-6.84,16
2022,148,Jacksonville St. ,ASun,15,1.97,105.1,103.2,65.1,-4.68,100.6,105.3,-0.23,64
2022,3,Kansas ,B12,1,27.49,119.2,91.7,69.3,12.6,108,95.4,4.13,1
2022,6,Kentucky ,SEC,2,25.72,120,94.3,67.5,8.88,106.5,97.6,-2.72,64
2022,145,Longwood ,BSth,14,2.22,105.9,103.7,66.1,-7.31,98.7,106,-7.2,64
2022,29,Loyola Chicago ,MVC,10,16.52,108.6,92.1,64.7,3.12,104.7,101.6,3.15,64
2022,21,LSU ,SEC,6,18.65,107.3,88.7,68.6,9.1,107.2,98.1,-1.21,64
2022,56,Marquette ,BE,9,13.06,109.2,96.2,70.9,9.5,107.3,97.8,4.04,64
2022,24,Memphis ,Amer,9,17.23,111.2,94,69.9,7.43,106.4,99,4.46,32
2022,41,Miami FL ,ACC,10,14.8,113.9,99.1,67.7,8.63,107.5,98.8,0.38,8
2022,27,Michigan ,B10,11,16.61,113.9,97.2,66.7,12.15,109.8,97.7,6.27,16
2022,42,Michigan St. ,B10,7,14.76,111.9,97.1,67.5,10.93,109.4,98.5,3.91,32
2022,138,Montana St. ,BSky,14,2.94,104.3,101.4,67.5,-6.02,101.6,107.6,-1.34,64
2022,36,Murray St. ,OVC,7,15.42,111.5,96.1,66.1,-3.09,101.1,104.2,4.29,32
2022,80,New Mexico St. ,WAC,12,10.61,107.1,96.5,66.1,1.21,102.5,101.3,3.48,32
2022,176,Norfolk St. ,MEAC,16,-0.49,102.1,102.6,66.8,-10.02,95.5,105.5,-4.18,64
2022,16,North Carolina ,ACC,8,20.13,114.4,94.3,70.2,9.9,109,99.1,3.79,2
2022,38,Notre Dame ,ACC,11,15.25,112.4,97.2,65.6,7.81,107.1,99.3,2.7,32
2022,31,Ohio St. ,B10,7,16.24,115.5,99.3,65,9.83,108.3,98.4,2.31,32
2022,32,Providence ,BE,4,15.89,111.5,95.6,65.2,7.74,106.7,99,0.26,16
2022,14,Purdue ,B10,3,22.36,121,98.6,66.1,8.81,108,99.2,-3.54,16
2022,85,Richmond ,A10,12,9.45,108.1,98.7,66.8,5.07,105.5,100.5,2.42,32
2022,77,Rutgers ,B10,11,10.82,106.9,96.1,64.9,7.92,108.1,100.2,-10.43,68
2022,17,Saint Mary's ,WCC,5,19.53,110.1,90.6,63.6,6.89,106.8,99.9,3.31,32
2022,102,Saint Peter's ,MAAC,15,7.24,100.3,93,65.9,0.25,103.1,102.8,3.97,8
2022,25,San Diego St. ,MWC,8,17.07,103.4,86.3,65.4,5.95,105.5,99.6,2.56,64
2022,23,San Francisco ,WCC,10,17.38,110.5,93.1,68.9,5.18,105.5,100.3,2.23,64
2022,52,Seton Hall ,BE,8,13.61,107.1,93.5,67.3,8.91,107.5,98.6,0.99,64
2022,81,South Dakota St. ,Sum,13,10.58,115.4,104.8,69.4,-4.16,102.9,107.1,3.6,64
2022,26,TCU ,B12,9,17.02,108.7,91.7,65.9,11.74,108,96.2,-5,32
2022,9,Tennessee ,SEC,3,25.1,111.5,86.4,67.4,11.39,108.5,97.1,4.85,32
2022,15,Texas ,B12,6,20.88,112.5,91.6,63.8,10.68,107.7,97,-8.15,32
2022,245,Texas A&M Corpus Chris ,Slnd,16,-6.55,96.6,103.2,69.4,-10.92,98.3,109.2,-9.14,68
2022,187,Texas Southern ,SWAC,16,-1.28,97.6,98.9,68.2,-6.25,98.7,105,10,64
2022,7,Texas Tech ,B12,3,25.64,110.7,85,66.5,10.98,107.8,96.8,-8.24,16
2022,51,UAB ,CUSA,12,13.67,112.4,98.8,68.9,-0.77,102,102.8,-2.46,64
2022,11,UCLA ,P12,4,24.26,115.9,91.7,65.2,8.5,107.2,98.7,3.67,16
2022,47,USC ,P12,7,14.14,109.8,95.6,66.2,5.14,104.8,99.7,-4.72,64
2022,54,Vermont ,AE,13,13.2,111.1,97.9,64.9,-7,99,106,1.92,64
2022,10,Villanova ,BE,2,24.56,117.5,92.9,62.3,11.46,109.1,97.6,8.65,16
2022,19,Virginia Tech ,ACC,11,18.86,115,96.1,63.3,7.88,107.4,99.5,-0.53,68
2022,37,Wisconsin ,B10,3,15.34,109.3,94,66.5,9.77,108.4,98.6,2.91,64
2022,172,Wright St. ,Horz,16,-0.28,106.3,106.6,68.9,-6.76,100.2,107,-0.23,64
2022,65,Wyoming ,MWC,12,11.94,109.1,97.2,66.1,4.1,104.7,100.6,-1.05,68
2022,147,Yale ,Ivy,14,1.98,100.7,98.8,68.8,-1.48,103.3,104.8,0.65,64
2023,4,Alabama ,SEC,1,27.28,115.5,88.2,72.6,11.07,110.2,99.2,10.46,16
2023,11,Arizona ,P12,2,21.9,118.2,96.3,72,8.32,107.5,99.2,3.12,64
2023,55,Arizona St. ,P12,11,13.26,109,95.8,68.1,8.4,108.4,100,0.78,64
2023,22,Arkansas ,SEC,8,18.05,112.1,94,69.6,10.29,109.7,99.4,3.24,16
2023,32,Auburn ,SEC,9,16.77,112.5,95.7,67.6,9.68,109.4,99.7,3.38,32
2023,16,Baylor ,B12,3,19.68,121.3,101.6,66.5,12.33,110.4,98,1.31,32
2023,37,Boise St. ,MWC,10,15.85,110.9,95.1,66.2,6.85,108.7,101.8,0.93,64
2023,115,Colgate ,Pat,15,5.24,112.7,107.5,67.5,-6.95,100.9,107.8,-2.34,64
2023,71,College of Charleston ,CAA,12,11.85,110.6,98.7,70.8,-5.28,102.2,107.5,-1.23,64
2023,1,Connecticut ,BE,4,29.86,120.8,90.9,66.6,10.39,109.7,99.3,-1.75,1
2023,12,Creighton ,BE,6,21.83,115,93.2,67.8,11.15,111,99.8,5.97,8
2023,69,Drake ,MVC,12,11.9,108.4,96.5,66.3,-1.77,103.9,105.7,-2.18,64
2023,18,Duke ,ACC,5,19.35,113.2,93.9,64.9,7.65,109.7,102.1,1.77,32
2023,265,Fairleigh Dickinson ,NEC,16,-8.36,106.7,115.1,68.7,-12.02,97.2,109.2,-7.05,32
2023,17,Florida Atlantic ,CUSA,9,19.38,115.1,95.7,67.6,2.65,106.2,103.6,-2.85,4
2023,92,Furman ,SC,13,8.01,113.5,105.5,68.3,-3.5,103.9,107.4,-2.32,32
2023,8,Gonzaga ,WCC,3,23.02,122.3,99.3,70.3,8.26,110.1,101.9,7.81,8
2023,108,Grand Canyon ,WAC,14,5.88,111.9,106.1,65,1.23,104.8,103.5,-0.46,64
2023,2,Houston ,Amer,1,27.72,118.1,90.4,63.5,4.56,107.2,102.6,-0.03,16
2023,218,Howard ,MEAC,16,-3.38,103.5,106.9,69,-5.6,101.3,106.9,-0.01,64
2023,35,Illinois ,B10,9,16.22,111.1,94.9,69.5,8.8,109.1,100.3,-6.42,64
2023,30,Indiana ,B10,4,17.03,114.2,97.2,67.8,10.69,110.5,99.9,-3.56,32
2023,76,Iona ,MAAC,13,11.35,110.7,99.4,68.7,-3.28,102.6,105.9,4.03,64
2023,41,Iowa ,B10,8,15.39,120,104.6,69.5,9.75,108.8,99.1,-2.45,64
2023,29,Iowa St. ,B12,6,17.04,108.1,91,64.1,12.56,112.1,99.5,-1.36,64
2023,9,Kansas ,B12,1,22.85,114.6,91.8,69.2,13.38,111,97.6,6.59,32
2023,21,Kansas St. ,B12,3,18.51,113.5,95,70.1,10.35,109.2,98.8,-3.05,8
2023,123,Kennesaw St. ,ASun,14,4.04,105.9,101.8,68.4,-1.05,105.2,106.3,4.64,64
2023,78,Kent St. ,MAC,13,11.2,107.7,96.5,67.7,-1.35,106.1,107.4,3.04,64
2023,27,Kentucky ,SEC,6,17.4,116.2,98.8,65.8,8.52,109.1,100.5,0.53,32
2023,88,Louisiana ,SB,13,8.51,111.4,102.9,68.3,0.03,104,104,0.04,64
2023,10,Marquette ,BE,2,22.38,119.1,96.7,68.1,9.31,109.5,100.2,-1.15,32
2023,23,Maryland ,B10,8,17.99,113.5,95.6,64.2,8.94,109.5,100.5,-3.9,32
2023,20,Memphis ,Amer,8,18.53,114.6,96.1,71.1,7.27,108.2,101,5.98,64
2023,24,Miami FL ,ACC,5,17.94,119.1,101.2,68.8,7.3,108.8,101.5,-2.67,4
2023,26,Michigan St. ,B10,7,17.61,114.2,96.6,64.7,12.57,112.1,99.5,5.45,16
2023,53,Mississippi St. ,SEC,11,13.49,104.8,91.4,63.6,6.98,108,101,-3.89,68
2023,57,Missouri ,SEC,7,13.07,118.3,105.3,68.7,7.33,107.7,100.3,-5.09,32
2023,113,Montana St. ,BSky,14,5.49,105.1,99.6,66.3,-0.89,106,106.8,4.17,64
2023,62,Nevada ,MWC,11,12.74,111.8,99.1,65.9,6.98,108.6,101.7,-5.02,68
2023,52,North Carolina State ,ACC,11,13.55,113.6,100,69,5.5,108.5,103,3.34,64
2023,160,Northern Kentucky ,Horz,16,0.65,102.8,102.2,62,-3.56,104.3,107.9,4.03,64
2023,38,Northwestern ,B10,7,15.59,109.9,94.3,64.4,9.29,109.3,100.1,-4.28,32
2023,72,Oral Roberts ,Sum,12,11.65,113.9,102.2,70.2,-4.02,103.8,107.8,7.06,64
2023,36,Penn St. ,B10,10,16.04,117.2,101.1,64.3,10.08,109.5,99.4,-4.9,32
2023,59,Pittsburgh ,ACC,11,12.86,114.2,101.3,67.3,5.1,108.2,103.1,-2.73,32
2023,91,Princeton ,Ivy,15,8.04,109.5,101.5,66.9,-0.43,104.6,105,-4.86,16
2023,40,Providence ,BE,11,15.39,116.2,100.8,66.7,7.6,108.6,101,-8.75,64
2023,7,Purdue ,B10,1,23.24,117.7,94.5,64.2,9.17,110.1,100.9,0.71,64
2023,13,Saint Mary's ,WCC,5,21.24,112.6,91.4,61.6,6.45,109.7,103.2,3.94,32
2023,14,San Diego St. ,MWC,5,20.34,110.8,90.4,65.7,9.58,110.4,100.8,6.8,2
2023,257,Southeast Missouri St. ,OVC,16,-7.21,100.5,107.7,72.3,-7.68,101.2,108.9,0.52,68
2023,25,TCU ,B12,6,17.78,112.1,94.3,69.7,10.71,109.7,99,-7.52,32
2023,6,Tennessee ,SEC,4,23.8,111.3,87.5,65.1,8.69,109.2,100.5,2.76,16
2023,5,Texas ,B12,2,24.43,116.5,92.1,68.8,11.91,111.1,99.2,-0.76,8
2023,33,Texas A&M ,SEC,7,16.71,113.7,97,65.9,7.3,108.3,101,-2.99,64
2023,176,Texas A&M Corpus Chris ,Slnd,16,-0.48,107.1,107.6,69,-8.63,100.9,109.6,1.13,64
2023,305,Texas Southern ,SWAC,16,-11.16,95.4,106.6,69.1,-5.47,100.5,106,10.37,68
2023,112,UC Santa Barbara ,BW,14,5.68,110.3,104.6,64.7,-2.53,102.7,105.2,-3.31,64
2023,3,UCLA ,P12,2,27.29,115.2,88,66.1,8.7,109.2,100.5,0.15,16
2023,148,UNC Asheville ,BSth,15,1.22,104,102.7,68.3,-4.62,102.7,107.3,-0.7,64
2023,45,USC ,P12,10,14.85,112.3,97.5,68,7.6,107.2,99.6,1.15,64
2023,28,Utah St. ,MWC,10,17.39,116.3,98.9,68.6,6.84,108.4,101.5,2.87,64
2023,60,VCU ,A10,12,12.84,106.6,93.8,67.9,0.79,105,104.2,-1.77,64
2023,114,Vermont ,AE,15,5.33,109.5,104.2,64.4,-3.01,103.5,106.5,5.54,64
2023,34,Virginia ,ACC,4,16.37,110.8,94.5,61.5,5.73,108.4,102.7,1.52,64
2023,19,West Virginia ,B12,9,18.82,116.9,98.1,68.5,12.45,110.5,98.1,2.18,64
2023,15,Xavier ,BE,3,19.95,118.5,98.6,70.5,10.42,110.3,99.9,3.4,16
